Traditional	Occurences
舍那身	12
二法執	12
梵世天	12
改宗	12
火湯	12
染界	12
靜力	12
智淵	12
真身觀	12
法界定	12
地動因緣	12
教誡神變	12
受持法華	12
還源觀	12
邪見使	12
慢想	12
阿夷頭	12
三百矛	12
拂石	12
上趣	12
童侍	12
狗法	12
西尼	12
娑磨	12
羼提仙人	11
瞋業道	11
話在	11
灌頂國師	11
智刃	11
八蘊	11
十一色	11
彈多	11
智閑	11
無明住地惑	11
魚母	11
冥使	11
波泥	11
百目	11
天親攝論	11
四邪命	11
六量	11
十六羅漢	11
四夢	11
餘流	11
大般涅槃經論	11
善宿男	11
六自在王	11
帝釋網	11
四摩	11
轉法輪像	11
寂滅場	11
代語	11
四瀑	11
因緣宗	11
入文解釋	11
苦餘	11
第三能變	11
那伽定	11
法相大乘	11
半齋	11
明星天子	11
真堂	11
引座	11
火一切處	11
仙洞	11
懸曠	11
三善知識	11
蘇跋陀羅	11
上祭	11
契書	11
共相惑	11
功用地	11
三上座	11
唯識三世	11
伽邪	11
募緣	11
善慧仙人	11
牟薩羅	11
水曜	11
逋多羅	11
語梵	11
法界觀門	11
律虎	11
觀頂三昧	11
教行證	11
惡見處	11
善人禪	11
自然外道	11
槌砧	11
龕塔	11
神通藏	11
身愚	11
一日齋	11
蒲塞	11
褊袒	11
界會	11
使者法	11
小彌陀經	11
道水	11
劬嬪	11
淨土變相	11
合蓮華	11
神坐	11
黑白二月	11
慧印三昧	11
死期	11
閃多	11
五持	11
羯荼	11
聚砂	11
鼻息	11
色焰	11
大寶海	11
虛空藏觀經	11
藏持	11
酥粥	11
畫餅	11
式叉尼	11
忍辱太子	11
離曰	11
尼拘律陀	11
抹香	11
賢坐	11
凡聖一如	11
三疏	11
補伽羅	11
理即佛	11
海珠	11
百法界	11
如來拳印	11
善知識魔	11
傳法灌頂	11
通披	11
波陀羅	11
一乘法門	11
修羅趣	11
玄軌	11
無想界	11
圓合	11
瞋病	11
真言陀羅尼	11
護鵝	11
降伏印	11
震嶺	11
牛糞種	11
解座	11
法界加持	11
佛閣	11
普光三昧	11
具戒地	11
鴿鬘	11
時宗	11
公界	11
微細身	11
尼比丘	11
津送	11
革蔥	11
周金剛	11
佛母明王	11
稱讚慳	11
珂月	11
論鼓	11
圓戒	11
羅摩伽	11
象主	11
地獄天子	11
聲聞四果	11
真妄二心	11
緣氣	11
法喜食	11
羊乘	11
真言師	11
威德三昧	11
鐵塔	11
華胎	11
七流	11
掌果	11
二貧	11
四熏習	11
行事鈔	11
心命	11
宿報	11
家狗	11
三索	11
四橛	11
前資	11
正遍智	11
闕過	11
九宗	11
名字比丘	11
業天	11
茶堂	11
行道誦經	11
五刀	11
十二地	11
歸命合掌	11
第二能變	10
三監	10
無上妙覺	10
六十四書	10
鬼子母神	10
不定觀	10
迦陵伽衣	10
緣乘	10
迦葉入定	10
炭頭	10
延壽堂	10
聖緣	10
四大師	10
識海	10
方等懺悔	10
說道沙門	10
放生器	10
交割	10
撥遣	10
信珠	10
徹悟	10
論部	10
唯識章	10
論註	10
道休	10
九漏	10
應文	10
大藏目錄	10
金師子座	10
同分妄見	10
十三觀門	10
正覺華	10
竭伽	10
大樂不空	10
訶悉多	10
十八道	10
禪化	10
正機	10
護法阿羅漢	10
宗令	10
真筌	10
二美	10
禪習	10
光帝	10
鵠林	10
四歡喜	10
舌舌	10
讚眾	10
無明病	10
回趣	10
入法界無量	10
仰食	10
上上人	10
說戒師	10
寶冠菩薩	10
香饌	10
影護	10
醉婆羅門	10
淨華眾	10
言蹄	10
灰人	10
申毒	10
劫水	10
寫瓶	10
海岸國	10
悲智圓滿	10
睡蛇	10
鞠多	10
訶利帝母經	10
神足月	10
耆婆鳥	10
五部灌頂	10
白鷺池	10
菩薩清涼月	10
大秦寺	10
施無畏菩薩	10
道舊	10
正懺悔	10
註維摩經	10
軻梨	10
三惡覺	10
十力明	10
八百功德	10
法身觀	10
知浴	10
七丈夫	10
通偈	10
梵室	10
道昭	10
十八問	10
折石	10
喝參	10
外題	10
三昧魔	10
屈眴	10
涅槃印	10
三妄執	10
聖師子	10
玄鏡	10
三法忍	10
理障	10
大乘三藏	10
二十二門	10
心作攝	10
日域	10
心作解脫	10
腰線	10
願偈	10
毘濕婆	10
客司	10
散支	10
華嚴一乘	10
不淨國	10
淨侶	10
法電	10
冥護	10
毀釋	10
順福分	10
因果不二門	10
六罪人	10
財欲	10
八軸	10
唯識會	10
修羅戰	10
威儀法師	10
渴地獄	10
九曜	10
首悔	10
稟具	10
理佛性	10
遠忌	10
法門眷屬	10
檀法	10
譚婆	10
大乘止觀	10
人鳥	10
淨梵王	10
知見波羅蜜	10
禪定境	10
支公	10
三武	10
金田	10
六度無極經	10
常住藏	10
殑耆	10
同生天	10
觀行佛	10
膏明	10
經笥	10
蜆子	10
十塔	9
豆佉	9
貪見	9
八梵	9
無問自說經	9
觀音印	9
壽命經	9
風燈	9
初禪梵天	9
入支	9
摩訶沒特伽羅	9
大聖天	9
無明殼	9
正日	9
雲居羅漢	9
寂然界	9
打板	9
亡魂	9
四供	9
十六天	9
顯識經	9
摩訶毘盧遮那	9
不淨忿怒	9
十八大經	9
法窟	9
大律師	9
聖福	9
三契經	9
樹林神	9
蓮眼	9
香山寺	9
僧帳	9
明心菩提	9
白心	9
平等教	9
教授阿闍梨	9
醍醐殺人	9
開定	9
五十二眾	9
方便法身	9
不思議空	9
八墮	9
人林	9
委順	9
副寮	9
愛羅剎女	9
摩訶衍藏	9
二十五神	9
一味禪	9
三佛身	9
三摩娑	9
唱禮	9
跪爐	9
神闇	9
善見藥王	9
始終心要	9
照覽	9
命光	9
金剛指	9
金骨	9
迷悟因果	9
歸南	9
無著攝論	9
大寒林	9
護念增上緣	9
賓頭盧伽	9
解脫服	9
神通如意	9
禍母	9
戒科	9
針芥	9
十八支	9
吉祥海雲	9
點化	9
靜智	9
金籌	9
菩提心經	9
止觀捨	9
歡喜國	9
解脫天	9
戒印	9
十六心行	9
活兒子	9
魚鼓	9
喚鐘	9
知殿	9
阿那律經	9
八災	9
功德天品	9
卵塔	9
優婆塞迦	9
五惑	9
七塵	9
兩權	9
二禪天	9
世仙	9
支用	9
堅林	9
放燈	9
法界實相	9
散經	9
泥塔	9
火食灰	9
普安王	9
大童子	9
伽耶山頂經論	9
六和塔	9
法芽	9
無所有處地	9
舊華嚴	9
牛頭香	9
交蘆	9
明孔	9
茶末	9
禪天	9
吟諷	9
中論疏	9
法劍	9
寂滅無二	9
玄忠	9
大白牛車	9
筏喻經	9
昏住	9
娑羅華	9
持法輪	9
析智	9
加持念誦	9
求法高僧傳	9
家訓	9
慶懺	9
式叉摩那尼	9
世間檀	9
螺髻梵	9
自然慈	9
十齋日	9
五佛寶冠	9
四不見	9
苦網	9
宗骨	9
小妄語	9
七毘尼	9
善巧安心	9
臨終正念	9
金輪際	9
屈摩羅	9
估唱	9
五大部	9
北七	9
孤地獄	9
紺蒲	9
翠巖眉毛	9
大慈悲門	9
一音教	9
出世間檀	9
流轉門	9
十惱亂	9
臘八	9
金沙河	9
髻寶	9
景岑	9
善見藥	9
五衍	9
鵝珠	9
簡器	9
三大部	9
因陀羅尼羅	9
生死園	8
五蘊世間	8
愛獄	8
法比量	8
佛眼尊	8
供天	8
死籍	8
受識住	8
真諦門	8
枯禪	8
掩色	8
五部惑	8
照法輪	8
七事隨身	8
真實經	8
無垢衣	8
緣機	8
漏縛	8
滿座	8
慧山	8
見聞生	8
十波羅夷	8
慢惑	8
指難	8
德母	8
心懷戀慕	8
二佛身	8
三途八難	8
四車	8
室灑	8
五十惡	8
信鼓	8
八供	8
報恩田	8
四優檀那	8
土地堂	8
土地神	8
觀音觀	8
佛葬	8
香錢	8
頂珠	8
木曜	8
天畫	8
四禪比丘	8
慧鏡	8
一切智句	8
欲塹	8
苕帚	8
執杖梵志	8
發願回向	8
腳板	8
唱食	8
入檀	8
歡喜日	8
浴聖	8
敗根	8
解知見	8
阿難跋陀	8
支陀	8
三魂	8
捨羅	8
修羅多	8
阿毘曇門	8
受戒犍度	8
解行生	8
心鬼	8
風際	8
四智印	8
經塔	8
華足	8
竺墳	8
寂靜真言	8
垢結	8
藥藏	8
十八獄卒	8
九聚	8
靈鬼	8
無礙大會	8
三業不二門	8
塵妄	8
夢虎	8
絞飾	8
神變月	8
雞薩羅	8
疏山	8
福庭	8
金色尊者	8
無明父	8
中童子	8
開道者	8
生身舍利	8
布薩犍度	8
專雜	8
玄籤	8
浮想	8
解脫衣	8
泥底	8
飛行夜叉	8
橫超	8
分歲	8
梵天法	8
涅槃宗	8
蓮華夫人	8
矢石	8
僧童	8
九病	8
波婆利	8
羅剎心	8
龍龕	8
色相土	8
無自性心	8
東震	8
增加句	8
金剛樹	8
妙音鳥	8
波羅伽	8
觀河	8
無盡緣起	8
化色身	8
聖仙	8
金鼠	8
釋迦因陀羅	8
半字教	8
藥叉持明	8
十九說法	8
道檢	8
起單	8
禪齋	8
發心門	8
龍河	8
無想經	8
六根功德	8
空魔	8
提婆多	8
思惟手	8
意車	8
願主	8
十八章	8
六震	8
問橋	8
裂裳	8
五天子	8
善巧方便經	8
福智藏	8
妄風	8
無得正觀	8
聽衣	8
雁立	8
吹光	8
淨水珠	8
無明糠	8
日天眾	8
勒那三藏	8
開靜	8
七治	8
無明樹	8
貝牒	8
三部母	8
無垢忍	8
梵罰	8
參前	8
九梵	8
二柱	8
寂念	8
北齊尊者	8
加句	8
疑刺	8
喝捍	8
槽廠	8
鎖龕	8
誓約	8
九僧	8
達水	8
入定印	8
乾闥婆身	8
留拏	8
八棄	8
法頌	8
月明菩薩	8
功德池	8
放光瑞	8
五法身	8
實相法界	8
勝宗	8
覺雄	8
形貌欲	8
覺苑	8
牟尼業	8
鈍機	8
識宿命通	8
西化	8
浮孔	8
八變化	8
金篦	8
座湯	8
佛曲	8
四曼	8
實色身	8
冥眾	8
歌王	8
君陀	8
覺山	8
瞻匐	8
四明山	7
持素	7
真言智	7
理密	7
移龕	7
缾沙	7
身塔	7
蓮華會	7
如來舞	7
達磨忌	7
玄流	7
空聖	7
蓮胎	7
六方禮	7
嚴護	7
楚石	7
法魔	7
三空觀門	7
堙羅	7
印治	7
淨籌	7
君遲	7
重誨	7
慇重修	7
多聞堅固	7
火舍	7
十力教	7
禪版	7
魔檀	7
劫波娑	7
林葬	7
月輪三昧	7
內供	7
一寧	7
意水	7
昏鐘	7
觀察法忍	7
法岸	7
南閻浮	7
獸主	7
五律	7
化宮殿	7
五十功德	7
禁滿	7
阿闍世王品	7
戒刀	7
慧足	7
不邪婬戒	7
光明文句	7
千里駒	7
據實通論	7
腳布	7
還滅門	7
根闕	7
同體慈悲	7
佛檀	7
爪土	7
托子	7
枳怛	7
身車	7
出世部	7
等至三昧	7
定瀲	7
福觀	7
僧伽大師	7
建立假	7
壽像	7
法身說法	7
十一想	7
薜蘿	7
菴羅	7
覺日	7
僧林	7
帝釋弓	7
阿耆尼達多	7
普賢行者	7
妙法緊那羅	7
華翳	7
鹿母講堂	7
卜經	7
法上部	7
門狀	7
消災經	7
叔祖	7
無上眼	7
藥王菩薩品	7
教化地	7
僧秉	7
供帳	7
阿伽摩	7
舞菩薩	7
義楚	7
五百蝙蝠	7
收管	7
金剛名號	7
波羅迦	7
濮陽	7
摩訶衍化	7
精進波羅蜜菩薩	7
月曜	7
身命施	7
迦柘	7
滿散	7
四德處	7
靈祠	7
蕭寺	7
伽羅陀	7
羯隨	7
立播	7
十四等	7
甄陀	7
曼殊室利經	7
存見	7
華瓶	7
阿奴摩	7
解脫風	7
跋陀羅婆提	7
法界教	7
實智菩提	7
五精舍	7
全加	7
通教十地	7
善施長者	7
王膳	7
調聲	7
禪定堅固	7
四導師	7
苦河	7
域心	7
檀家	7
香集	7
嬉戲菩薩	7
澆季	7
心乘	7
傳教灌頂	7
釋迦異名	7
圓融三諦	7
鹿母堂	7
四股	7
覺觀風	7
歸敬序	7
臂香	7
斛食	7
大娑羅	7
解脫藏	7
五八識	7
法性山	7
乏道	7
網界	7
木叉提婆	7
風壇	7
大攝受	7
釋迦發心	7
六夷	7
十四色	7
九無學	7
光降	7
隸車	7
看方便	7
苦津	7
法住經	7
往益	7
勤根	7
吉河	7
梵摩天	7
慈水	7
淨德夫人	7
孛星	7
煩惱林	7
垢識	7
大悲觀音	7
草單	7
護身符	7
廁籌	7
毘闍那	7
啞法	7
五味禪	7
甕形	7
法梁	7
巨益	7
八迷	7
染淨不二門	7
末陀摩	7
百不會	7
冥途	7
捧物	7
權實不二門	7
坐證	7
識幻	7
二十天	7
色心不二門	7
掛絡	6
藕孔	6
四大明王	6
得益分	6
智象	6
鬼城	6
住心品	6
光明真言	6
開浴	6
草環	6
結使犍度	6
信香	6
叉磨	6
鹽香	6
十山王	6
經架	6
瑚璉	6
律懺	6
佛道聲聞	6
聲念誦	6
依正不二門	6
單前	6
真無量	6
慈悲室	6
醯哩	6
憩伽	6
忿怒眼	6
高聲念佛	6
四大塔	6
皮紙	6
曇讖	6
都監寺	6
三十講	6
涅槃縛	6
婆娑婆陀	6
慢境	6
天德瓶	6
無情成佛	6
安樂行義	6
五色水	6
冥利	6
鬼錄	6
大象藏	6
三有為法	6
般若提婆	6
阿字觀	6
小像	6
義山	6
實相三昧	6
仙音	6
空鳥	6
支徵	6
四寮	6
四仙	6
賓頭盧經	6
寄庫	6
聞法難	6
人中樹	6
蓮華寺	6
祈誓	6
平舉	6
思量識	6
難勢	6
舞心	6
十來	6
普觀三昧	6
合作法	6
明津	6
阿毘達磨雜集論	6
無畏藏	6
種子境	6
赤旃檀	6
財慧	6
青龍疏	6
第二壇	6
土葬	6
人身牛	6
旃丹	6
知識眾	6
絡子	6
觀佛經	6
法瓶	6
雲門三句	6
四聖言	6
相似即佛	6
彌迦羅	6
非時經	6
二十犍度	6
無為舍	6
三際時	6
真實明	6
加持供物	6
丈夫國	6
盧脂那	6
生佛一如	6
五妄想	6
一切智藏	6
女病	6
足目	6
三寶階	6
除蓋障三昧	6
經軌	6
風三昧	6
優陀延山	6
恩愛獄	6
十六開士	6
聲獨	6
投華	6
街坊化主	6
十二神	6
韋陀羅	6
五正行	6
麗藏	6
宅識	6
身業供養	6
阿鋡暮	6
意安樂行	6
地動瑞	6
末化	6
黃湯	6
生田	6
教敕	6
巧智慧	6
香炷	6
智慧風	6
蓮華智	6
三界雄	6
火印	6
烏勃	6
法界無礙智	6
王舍城結集	6
開光明	6
允堪	6
欲如意足	6
持字	6
正信偈	6
戒取使	6
弘決	6
波師	6
六觀音	6
梵心	6
香塔	6
迦蘭陀村	6
布史	6
木上座	6
法明道	6
直堂	6
金剛炎	6
螺髻仙人	6
度弟	6
廁神	6
路賀	6
殺生戒	6
樂乾闥婆	6
八穢	6
暱縛	6
九尊	6
迦種	6
持國天	6
十六使	6
大火災	6
老猿	6
普賢經	6
脅尊者	6
智慧雲	6
甲馬	6
瞿沙經	6
流轉真如	6
官難	6
大讚	6
通佛教	6
大心力	6
無常刀	6
法談	6
伽憊	6
凡福	6
十住心	6
含華	6
釋帝	6
素絹	6
蒼龍窟	6
受法經	6
防護律儀	6
虯宮	6
尊靈	6
墨印	6
迦枳	6
融通妄想	6
須摩提菩薩	6
結線	6
圓海	6
含類	6
提婆論	6
獨秉	6
月種	6
烏孫	6
食四分	6
婆羅門城	6
紺殿	6
科儀	6
上堂牌	6
師雨	6
觸指	6
無慚外道	6
葷酒	6
不淨金剛	6
藥犍度	6
禿奴	6
六舟	6
靈魄	6
孤調	6
慧燭	6
聖多羅菩薩	6
釋雄	6
法誓	6
堅固法身	6
枯木堂	6
妙行三昧	6
手磬	6
凡習	6
蒙惑	6
小阿彌陀經	6
彌勒會	6
鐘梵	6
波羅塞	6
炎刀	6
華嚴傳	6
五通神	6
麤惡語	6
濟家	6
尼講	6
四齋日	6
魔事境	6
六無畏	6
虛空惠	6
帝弓	6
十善位	6
命終畏	6
鬼子母天	6
六根懺悔	6
金剛墻	6
盜貪	6
邪命說法	6
隨緣假	6
主首	6
續寶林傳	6
三千實相	6
雙圓	5
佛心天子	5
香盤	5
地獄天宮	5
七戒經	5
天獄	5
瑜伽論釋	5
忍仙	5
銖衣	5
八不正見	5
煮沙	5
阿夷恬	5
因陀羅宗	5
三株	5
火客	5
香廚	5
十字金剛	5
第七仙	5
五色旛	5
華院	5
圓珍	5
毘壇	5
黑闇女	5
加供	5
婆羅奢	5
西主	5
壁定	5
重空觀	5
憬興	5
香染	5
已今當說	5
涅槃色	5
十三空	5
伽羅夜叉	5
見取使	5
貝母	5
佛頂尊勝心	5
六合釋	5
三界眼	5
優尸羅	5
三部主	5
毳徒	5
蹇荼	5
尼壇	5
一慮	5
正念往生	5
法佛無二	5
鐼子	5
突婆	5
精進如意足	5
法勝毘曇	5
閻老	5
拘沙	5
追嚴	5
籌室	5
光記	5
袈裟味	5
師子鎧	5
邪雲	5
健杜	5
難度海	5
寒山詩	5
恩度	5
參後	5
頂石	5
拘貿	5
壞山	5
如意杖	5
作持門	5
應法沙彌	5
鬼禪	5
轉龕	5
壽命無數劫	5
收鈔	5
經馬	5
五邊	5
八圓	5
鬱多羅	5
淨家	5
貫頂	5
童受	5
隨分果	5
禪屋	5
散業	5
作持戒	5
開祖	5
弘誓海	5
蓮藏	5
通明慧	5
救世菩薩	5
出家阿闍梨	5
行佛性	5
小豆粥	5
早參	5
密機	5
二乘成佛	5
勝義世俗諦	5
戒臘牌	5
僧綱司	5
劫灰	5
妙法燈	5
隨緣真如	5
群生海	5
五手	5
廅波	5
嚼蠟	5
紺睫	5
佛母經	5
香市	5
觀音玄	5
寺印	5
庫子	5
現世利益	5
提山	5
金剛佛子	5
立軌	5
曜宿	5
無心道人	5
淨摩尼珠	5
法華宗	5
紺宇	5
口業供養	5
文字法師	5
半跏趺	5
說法瑞	5
圓通大士	5
迦羅陀	5
行一念	5
法華尊者	5
散日	5
明樓	5
教唯識	5
達磨波羅	5
昏識	5
答香	5
說法神變	5
覺母	5
金藏雲	5
四攝菩薩	5
南浮	5
地客	5
方典	5
持明灌頂	5
天地鏡	5
焰胎	5
曲齒	5
福足	5
四聖行	5
蓮邦	5
法性水	5
八聚	5
本覺真如	5
三福九品	5
烏萇	5
祇夜伽陀	5
恩愛河	5
脫闍	5
十護	5
止觀論	5
國王恩	5
費拏	5
證教授	5
法深信	5
安養淨土	5
內無為	5
陀羅尼形	5
曉瑩	5
素具	5
臨齋	5
密眾	5
救護惠	5
雞貴	5
八十無盡	5
心法身	5
般若頭	5
三身菩提	5
飢餓地獄	5
鳩垣	5
心王銘	5
抽解	5
一佛成道	5
三身如來	5
作法懺悔	5
女人定	5
溫陵	5
建立謗	5
無為空死	5
愛著生死	5
外無為	5
盤袱	5
廅天	5
五佛灌頂	5
禁戒經	5
色蓋	5
聲量	5
閼伽花	5
濡佛	5
音樂天	5
拘睒彌主	5
飲食欲	5
死風	5
欲河	5
生佛不增不減	5
開具	5
摩登伽女	5
六轉依	5
香風山	5
不動阿羅漢	5
死山	5
香亭	5
大板	5
藹吉	5
無我印	5
聖火	5
人命不停	5
秋金剛	5
大通和尚	5
五百羅剎女	5
法護部	5
五堅固	5
等流身	5
鞞嵐	5
銀地	5
金光明懺法	5
實相經典	5
降魔經	5
忿怒鉤	5
薩羅計	5
智藏海	5
第一華	5
七百賢聖	5
楞嚴頭	5
蘊識	5
齋鼓	5
枝香	5
信幡	5
門侶	5
阿難說經	5
凡聖不二	5
三十佛	5
宮講	5
善劫	5
一實觀	5
覺堅	5
門跡	5
馬大師不安	5
冥界	5
勝義勝義諦	5
四王忉利	5
五惡見	5
廣目天	5
心蓮	5
智目	5
羯毘	5
生途	5
十波羅蜜菩薩	5
八多羅樹	5
醯羅城	5
免僧	5
金光明三字	5
鞞沙門	5
身見使	5
惡靈	5
悲手	5
懸香	5
寂然護摩	5
久成正覺	5
涅槃飯	5
優曇波羅	5
慧壽	5
聖虛空藏菩薩	5
過堂	5
生死雲	5
無諍第一	5
尼犍度	4
應身土	4
始行人	4
迷界	4
方便引入	4
頓教一乘	4
經頭	4
正法壽	4
金剛衣	4
讚嘆門	4
火狗	4
喝食	4
一切智忍	4
酒兩	4
慈嚴	4
爐壇	4
名字沙彌	4
浴頭	4
內薰	4
自然悟道	4
吽字義	4
耆婆天	4
大拏	4
譬喻量	4
如意輪瑜伽	4
四輪寶	4
祖忌	4
香水錢	4
變化法身	4
十誡	4
三福田	4
盤坐	4
八乾	4
槃淡	4
雪浪	4
二受業	4
六時懺	4
水圓	4
生空三昧	4
無常觀門	4
慧洪	4
心波	4
滿泥	4
佛法壽命	4
寶雲	4
大行道	4
釋迦經	4
悉伽羅	4
四唱	4
月光太子	4
積聚心	4
枯木眾	4
和合海	4
十二禮	4
識使	4
密字	4
玉豪	4
病導師	4
有漏淨土	4
經手	4
迴向文	4
圓頓觀	4
木蛇	4
帝釋瓶	4
河淮	4
蓮華觀	4
五大觀	4
灌頂三摩耶	4
阿婆魔羅	4
中峰	4
無餘記	4
慈悲萬行	4
小乘九部	4
白瞿	4
房舍犍度	4
盆會	4
拘絺羅池	4
有漏世界	4
參退	4
願行具足	4
法曼荼羅	4
樂音乾闥婆	4
牛頭山法	4
眷屬般若	4
金光童子	4
五禁	4
顯色心	4
大念佛	4
優婆離經	4
十六師	4
十玄談	4
邪旬	4
如意珠身	4
冥罰	4
鉦鼓	4
難陀鄔波難陀	4
見諦阿闍梨	4
自恣犍度	4
神醫	4
山門疏	4
頓悟機	4
百八結業	4
冥往	4
法勝阿毘曇心論	4
散供	4
五居	4
摩竭宮	4
婆沙波	4
婆須蜜多羅	4
希求施	4
郁多羅僧伽	4
瑜伽上乘	4
呿陀	4
知識會	4
講宗	4
五供	4
顯家	4
十八生處	4
恩憐	4
跋陀耆婆	4
歌嘆	4
南無三寶	4
大風災	4
無上寶珠	4
齋持	4
劫焰	4
慧懃	4
紝婆	4
逋多	4
卑下慢	4
黑飯	4
狗心	4
實際海	4
根本等至	4
殑伽神	4
古轍	4
一日佛	4
事理權實	4
羅閱祇伽羅	4
四句執	4
青鬼	4
小乘四門	4
木瓜林	4
黑夜神	4
冬瓜印子	4
自然釋迦	4
地神眾	4
普賢跏	4
龍樹宗	4
妙祥	4
三重等持	4
迅執金剛	4
纏無明	4
慧解脫羅漢	4
平交	4
造作魔	4
法事讚	4
十地心	4
密學	4
一佛淨土	4
寶號	4
補處彌勒	4
信一念	4
四方結	4
百會	4
九諦	4
底理	4
三道真言	4
印母	4
實相般若經	4
魅女	4
時論師	4
法相教	4
二色身	4
四上座	4
檀耳	4
愛涎	4
鬼眼睛	4
般若鋒	4
觀音懺法	4
拈衣	4
音聲佛事	4
拘蠶	4
估衣	4
草飯	4
重複衣	4
夏齋	4
九鬼	4
延壽經	4
瞿修羅	4
滿字教	4
煙蓋	4
釋迦提婆因陀羅	4
多羅掌	4
不動生死	4
火途	4
鬼緣	4
十三佛	4
五道將軍	4
蓮華服	4
無量義經疏	4
希有人	4
論床	4
帝釋異名	4
白真	4
真人經	4
隨心金剛	4
質底	4
利養縛	4
慢陀羅	4
六界聚	4
十如來地	4
清揚	4
調伏天	4
石象	4
訕底	4
十務	4
難陀弟子	4
阿那律陀經	4
魔羅道	4
曇無諦	4
普回向	4
九橫死	4
戒器	4
護摩木	4
月光摩尼	4
索哆	4
甘露尊	4
三醫	4
滅法界	4
增長天	4
般若字	4
敢曼	4
真言花	4
不思議薰	4
蘇夜摩	4
二十八部眾	4
三十六禽	4
摩訶因陀羅	4
緇田	4
方便聲	4
龍座	4
如實修行相應	4
式叉論	4
化炭	4
五阿含	4
金胎	4
避羅	4
追修	4
愛樂金剛	4
昔圓	4
四百戒	4
善根魔	4
凡種	4
一切智船	4
毳衲	4
大寶摩尼	4
爪鏡	4
遺經	4
法華堂	4
滿荼	4
爛脫	4
漁山	4
魔緣	4
臘佛	4
東禪寺	4
方等三昧	4
波戍	4
任病	4
扶薩	4
止持戒	4
一闡提杖	4
漚多羅僧	4
鳴錫	4
菩薩十住行道品經	4
象迦葉	4
五方色	4
三界藏	4
寶筏	4
憂世	3
六即佛	3
身笑	3
興瞿	3
頞悉多	3
鬱頭	3
無上燈	3
金色迦葉	3
吐淚	3
覆墓	3
降魔杵	3
觀佛真言	3
我空真如	3
金光明女	3
檀德	3
欲氣	3
水火定	3
五分香	3
摩醯首羅論師	3
波羅蜜形	3
大白衣	3
毘睇	3
覺悟知	3
法鈴	3
黃金宅	3
六時禮讚	3
延壽堂主	3
屋門	3
陰幻	3
五大明王	3
灌頂護摩	3
鄰虛	3
授記說	3
無常鐘	3
憂獄	3
三國論師	3
小乘五部	3
十六大力	3
定弓	3
成佛塔	3
西光	3
緣日	3
智斧	3
圓凝	3
甘露經	3
活童子	3
伴談	3
八句義	3
無常磬	3
問法印	3
意巧	3
十八神變	3
本事說	3
彌窒	3
大聖妙吉祥	3
阿難迦羅	3
單拏	3
無相福田衣	3
魔病	3
白林	3
插單	3
隱形法	3
法公	3
坐禪法要	3
隱形印	3
勃沙	3
顛迦	3
法食時	3
閻羅王星	3
出世禪	3
蘭室	3
費陀	3
四攝眾	3
生日大會	3
金剛食	3
一字禪	3
倚版	3
鑑真	3
出世服	3
明月摩尼	3
歌偈	3
貧窮海	3
昏城	3
魔鄉	3
女鎖	3
閑道人	3
北辰菩薩	3
染海	3
近波羅蜜	3
點塵	3
有漏三界	3
毘婆娑律	3
婆栖	3
咒願	3
迦羅勒	3
七支業	3
三尊佛	3
鴈門	3
死刀	3
抽單	3
雲版	3
巴吒	3
散忌	3
善宿女	3
出世大事	3
緣起偈	3
梵苑	3
空無邊處地	3
止觀和尚	3
蓮華衣	3
降伏坐	3
二如來藏	3
淨宗	3
寶手比丘	3
八宗	3
僧伽阿難	3
大安慰	3
直傳	3
杜底	3
第十八願	3
悲引	3
白衣觀音	3
窮露	3
香芻	3
慈悲忍辱	3
禪拳	3
寫照	3
轉宗	3
八憍	3
釋迦院	3
法叔	3
貫首	3
鹽心	3
二福田	3
佛性真如	3
觀音無畏	3
深總持	3
十地願行	3
散杖	3
拘睒彌犍度	3
摩羅延	3
言筌	3
境界般若	3
識牛	3
垢汙	3
菩薩戒本經	3
誓水	3
變壞	3
華鯨	3
賒多	3
阿毘達磨集論	3
百丈忌	3
累形	3
觸金剛	3
雲門須彌	3
八講	3
守護經	3
數法人	3
石魚	3
阿修羅界	3
法帝	3
慧眼力	3
豫修	3
遏部多	3
四智讚	3
願力迴向	3
雪山偈	3
真性菩提	3
暗禪	3
天弓	3
蓮華門	3
廣神	3
曼荼羅菩薩	3
無相離念	3
助音	3
女犯	3
七陀羅尼	3
九住心	3
諸天傳	3
開山忌	3
淨居天真言	3
楞嚴文句	3
死靈	3
井河	3
伴題	3
權實二教	3
九辯	3
雙木	3
句潭	3
造花	3
善見宮殿	3
律衣	3
香篆	3
內記	3
四信五行	3
二吉羅	3
正法橋	3
止持門	3
善法罵	3
行犍度	3
細四相	3
命寶	3
不空金剛菩薩	3
五逆經	3
好照	3
無常狼	3
安骨	3
忘七	3
阿修羅琴	3
三佛土	3
精進弓	3
八教大意	3
調婆達多	3
解脫冠	3
法華經會	3
歌天	3
律講	3
心王如來	3
高薩羅王	3
義青	3
崑崙國	3
香偈	3
涅槃頭	3
隨經律	3
白蓮華座	3
二部五部	3
九品淨土	3
大法緊那羅	3
年星	3
三戒經	3
月輪觀	3
星供	3
泥桓	3
加持杖	3
須摩提王	3
身惡作	3
摩訶尼羅	3
默傳心印	3
特懵	3
觀行教	3
聖提婆	3
具譚	3
香火因緣	3
幡剎	3
小目連	3
方等壇	3
犍地	3
八道船	3
貪水	3
迦旃子	3
鬱楞伽	3
金光明鼓	3
悉地宮	3
乞食十利	3
寺牒	3
